Response_ID,DOB,Gender,Industry,Occupation,Employees_No,Employees_No_Order,Are_You_Manager,Household,Household_Order,Experience,Experience_Order,Area,Last_Year_Actual_Work_Time_Remotely,Last_Year_Has_AgreedTo_Org_Encouraged_Remote_Work,Last_Year_Has_AgreedTo_Org_Encouraged_Remote_Work_Order,Last_Year_Has_AgreedTo_Org_Prepared_Remote_Work,Last_Year_Has_AgreedTo_Org_Prepared_Remote_Work_Order,Last_Year_Has_AgreedTo_Employees_UsedTo_Remote_Work,Last_Year_Has_AgreedTo_Employees_UsedTo_Remote_Work_Order,Last_Year_Has_AgreedTo_Get_Easy_Permission_Remote_Work,Last_Year_Has_AgreedTo_Get_Easy_Permission_Remote_Work_Order,Last_Year_Has_AgreedTo_Colleagues_Easyily_Collaborated_Remote_Work,Last_Year_Has_AgreedTo_Colleagues_Easyily_Collaborated_Remote_Work_Order,Last_Year_Has_AgreedTo_Would_Recommend_Remote_Work,Last_Year_Has_AgreedTo_Would_Recommend_Remote_Work_Order,Last_Year_Preferred_Work_Time_Remotely,Last_3Months_Actual_Work_Time_Remotely,Last_3Months_Has_AgreedTo_Org_Encouraged_Remote_Work,Last_3Months_Has_AgreedTo_Org_Encouraged_Remote_Work_Order,Last_3Months_Has_AgreedTo_Org_Prepared_Remote_Work,Last_3Months_Has_AgreedTo_Org_Prepared_Remote_Work_Order,Last_3Months_Has_AgreedTo_Employees_UsedTo_Remote_Work,Last_3Months_Has_AgreedTo_Employees_UsedTo_Remote_Work_Order,Last_3Months_Has_AgreedTo_Get_Easy_Permission_Remote_Work,Last_3Months_Has_AgreedTo_Get_Easy_Permission_Remote_Work_Order,Last_3Months_Has_AgreedTo_Colleagues_Easyily_Collaborated_Remote_Work,Last_3Months_Has_AgreedTo_Colleagues_Easyily_Collaborated_Remote_Work_Order,Last_3Months_Has_AgreedTo_Would_Recommend_Remote_Work,Last_3Months_Has_AgreedTo_Would_Recommend_Remote_Work_Order,Last_3Months_Preferred_Work_Time_Remotely,Always_Preferred_Work_Time_Remotely,Would_Employer_Encourage_Remote_Work,Would_Employer_Encourage_Remote_Work_Order,Would_Employer_Support_Remote_Work,Would_Employer_Support_Remote_Work_Order,Would_Choose_Remote_Work,Would_Choose_Remote_Work_Order,Your_Productivity_Comparison,PrepareForWorkAndCommuting_At_Workplace_Hours,Work_At_Workplace_Hours,PersonalAndFamilyTime_At_Workplace_Hours,CaringAndResponsibilities_At_Workplace_Hours,PrepareForWorkAndCommuting_At_Remote_Work_Hours,Work_At_Remote_Work_Hours,PersonalAndFamilyTime_At_Remote_Work_Hours,CaringAndResponsibilities_At_Remote_Work_Hours,Biggest_Barriers,Smallest_Barriers,Best_Aspects,Worst_Aspects
971,1986,Female,"Professional, Scientific and Technical Services",Professionals - ICT Professionals,Between 20 and 199,4,No,Couple with dependent children,4,More than 5 years,3,Metro," 70%",Somewhat disagree,2,Somewhat agree,4,Somewhat disagree,2,Somewhat agree,4,Somewhat agree,4,Strongly agree,5," 50% - About half of my time",100% - I spent all of my time remote working,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Strongly agree,5,100% - All of my time," 50% - About half of my time",Somewhat disagree,2,Neither agree nor disagree,3,Somewhat agree,4,More Productive By 50 %,1,8,1,2,0,8,3,2,Caring responsibilities,Connectivity (internet connection),My work-life balance,My opportunities to socialise
972,1978,Female,Information Media and Telecommunications,Sales  - Sales Representatives and Agents,Between 20 and 199,4,No,Couple with dependent children,4,Between 1 and 5 years,2,Metro," 30%",Strongly disagree,1,Somewhat agree,4,Somewhat disagree,2,Somewhat disagree,2,Somewhat disagree,2,Somewhat agree,4," 50% - About half of my time"," 70%",Neither agree nor disagree,3,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5," 90%"," 80%",Somewhat disagree,2,Somewhat agree,4,Neither agree nor disagree,3,More Productive By 20 %,2,7.5,2,1,0.5,10,2,1,Management discourages remote working,Lack of motivation,Preparing for work and commuting,My opportunities to socialise
973,1974,Female,Administrative and Support Services,"Managers - Chief Executives, General Managers and Legislators",Between 5 and 19,3,No,Single person,1,More than 5 years,3,Metro," 10%",Somewhat disagree,2,Somewhat agree,4,Somewhat agree,4,Neither agree nor disagree,3,Strongly agree,5,Somewhat agree,4," 50% - About half of my time",100% - I spent all of my time remote working,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,100% - All of my time," 80%",Somewhat agree,4,Somewhat agree,4,Neither agree nor disagree,3,Level Of The Productivity Is The Same,1,8,13,2,0.5,8.5,13,2,Feeling left out and/or isolated,Connectivity (internet connection),My work-life balance,My working relationships
974,1996,Male,"Transport, Postal and Warehousing","Managers - Chief Executives, General Managers and Legislators",More than 200,5,No,Group household,7,Between 1 and 5 years,2,Metro," 10%",Somewhat agree,4,Somewhat disagree,2,Somewhat disagree,2,Somewhat disagree,2,Somewhat agree,4,Somewhat agree,4," 50% - About half of my time"," 90%",Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5," 90%"," 50% - About half of my time",Strongly agree,5,Strongly agree,5,Strongly agree,5,More Productive By 50 %,1,8,4,2,0,8,4,2,Lack of motivation,"My living situation (e.g. location, home size, who I live with)",The number of hours  I work,My working relationships
975,1961,Female,Education and Training,Professionals - Education Professionals,More than 200,5,No,Couple with no dependent children,2,Between 1 and 5 years,2,Metro," 0% - Rarely or never",NA,6,NA,6,NA,6,NA,6,NA,6,NA,6," 0% - I would not have preferred to work remotely"," 1% - 9% - Less than 10% of my time",Strongly disagree,1,Strongly disagree,1,Somewhat disagree,2,Strongly disagree,1,Somewhat agree,4,Somewhat agree,4," 0% - I would not have preferred to work remotely"," 1% - 9% - Less than 10% of my time",Strongly disagree,1,Somewhat disagree,2,Strongly disagree,1,Level Of The Productivity Is The Same,2,8,4,0,0,2,2,2,"My living situation (e.g. location, home size, who I live with)",Connectivity (internet connection),My work-life balance,My job satisfaction
976,1967,Female,Retail Trade,"Managers - Hospitality, Retail and Service Managers",Between 5 and 19,3,No,Couple with no dependent children,2,More than 5 years,3,Metro," 1% - 9% - Less than 10% of my time",Strongly disagree,1,Somewhat disagree,2,Strongly disagree,1,Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat disagree,2," 0% - I would not have preferred to work remotely"," 20%",Strongly disagree,1,Somewhat disagree,2,Strongly disagree,1,Neither agree nor disagree,3,Somewhat disagree,2,Somewhat disagree,2," 20%"," 1% - 9% - Less than 10% of my time",Strongly disagree,1,Strongly disagree,1,Strongly disagree,1,Level Of The Productivity Is The Same,3,7,3,2,1,7.5,3,2,Management discourages remote working,Difficulty collaborating remotely,Preparing for work and commuting,My opportunities to socialise
977,1975,Female,Wholesale Trade,Sales  - Sales Representatives and Agents,More than 200,5,No,Couple with dependent children,4,Between 1 and 5 years,2,Metro," 80%",Neither agree nor disagree,3,Somewhat agree,4,Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,Strongly agree,5,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Strongly agree,5,100% - All of my time,100% - All of my time,Neither agree nor disagree,3,Somewhat agree,4,Neither agree nor disagree,3,Less Productive By 50 %,3.5,8,0,0,0.5,4,1,4,"My living situation (e.g. location, home size, who I live with)","IT equipment (computer, printer, etc.)",Managing my family responsibilities,My mental wellbeing
978,1990,Female,"Transport, Postal and Warehousing","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,5,No,Couple with no dependent children,2,Between 1 and 5 years,2,Metro," 0% - Rarely or never",NA,6,NA,6,NA,6,NA,6,NA,6,NA,6," 20%"," 50% - I spent about half of my time remote working",Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,100% - All of my time," 40%",Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat agree,4,More Productive By 10 %,2,9,5,1,0,9,6,1,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Connectivity (internet connection),Preparing for work and commuting,My working relationships
979,1967,Male,Wholesale Trade,Managers - Specialist Managers,Between 20 and 199,4,Yes,Single person,1,More than 5 years,3,Metro," 1% - 9% - Less than 10% of my time",Somewhat disagree,2,Somewhat agree,4,Somewhat disagree,2,Neither agree nor disagree,3,Somewhat agree,4,Somewhat disagree,2," 1% - 9% - Less than 10% of my time"," 90%",Somewhat disagree,2,Somewhat agree,4,Somewhat agree,4,Neither agree nor disagree,3,Somewhat agree,4,Strongly disagree,1," 0% - I would not have preferred to work remotely"," 1% - 9% - Less than 10% of my time",Somewhat disagree,2,Neither agree nor disagree,3,Somewhat agree,4,Less Productive By 20 %,1,9,1,2,0.5,10,2,2,Feeling left out and/or isolated,Lack of motivation,Managing my personal commitments,The number of hours  I work
980,1967,Male,Retail Trade,"Managers - Hospitality, Retail and Service Managers",Between 5 and 19,3,Yes,Couple with dependent children,4,More than 5 years,3,Metro," 30%",Neither agree nor disagree,3,Somewhat agree,4,Neither agree nor disagree,3,Strongly agree,5,Strongly agree,5,Somewhat agree,4," 60%"," 70%",Neither agree nor disagree,3,Strongly agree,5,Neither agree nor disagree,3,Strongly agree,5,Strongly agree,5,Somewhat agree,4," 40%"," 40%",Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Level Of The Productivity Is The Same,0.1,8,3,2,0,8,3,2,Poor management,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",My work-life balance,My on-the-job learning opportunities
981,1987,Female,Mining,Clerical and administrative  - Office Managers and Program Administrators,More than 200,5,Yes,Couple with dependent children,4,Between 1 and 5 years,2,Metro," 50% - I spent about half of my time remote working",Strongly agree,5,Somewhat agree,4,Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Neither agree nor disagree,3," 40%"," 50% - I spent about half of my time remote working",Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4," 40%"," 70%",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Level Of The Productivity Is The Same,1,7,3,2,0,8,3,2,"IT equipment (computer, printer, etc.)",Poor management,My daily expenses,The number of hours  I work
982,1969,Male,Construction,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,4,Yes,Couple with dependent children,4,More than 5 years,3,Metro," 20%",Neither agree nor disagree,3,Somewhat agree,4,Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,Neither agree nor disagree,3," 10%"," 40%",Neither agree nor disagree,3,Strongly agree,5,Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Somewhat agree,4," 10%"," 1% - 9% - Less than 10% of my time",Somewhat disagree,2,Neither agree nor disagree,3,Neither agree nor disagree,3,Less Productive By 10 %,1,9,12,2,0.5,10,12,1.5,Cyber security,Management discourages remote working,My work-life balance,Preparing for work and commuting
983,1986,Female,Financial and Insurance Services,Clerical and administrative  - Office Managers and Program Administrators,Between 20 and 199,4,Yes,Couple with dependent children,4,Between 1 and 5 years,2,Metro," 40%",Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4," 80%",100% - I spent all of my time remote working,Strongly agree,5,Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4," 80%"," 80%",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,More Productive By 50 %,1.5,9,9.5,4,0.5,10,9.5,4,Feeling left out and/or isolated,Lack of motivation,Preparing for work and commuting,My opportunities to socialise
984,1967,Male,Manufacturing,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,4,Yes,Couple with dependent children,4,More than 5 years,3,Metro," 20%",Neither agree nor disagree,3,Somewhat agree,4,Somewhat disagree,2,Strongly agree,5,Neither agree nor disagree,3,Somewhat agree,4," 30%",100% - I spent all of my time remote working,Strongly agree,5,Somewhat agree,4,Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Somewhat agree,4,100% - All of my time," 30%",Neither agree nor disagree,3,Somewhat agree,4,Strongly agree,5,Less Productive By 10 %,2,7.5,2,2,0,7.5,3,3,Lack of motivation,Feeling left out and/or isolated,My work-life balance,The number of hours  I work
985,1962,Male,"Professional, Scientific and Technical Services",Professionals - ICT Professionals,More than 200,5,Yes,Couple with no dependent children,2,More than 5 years,3,Metro," 20%",Strongly disagree,1,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Strongly agree,5,Somewhat agree,4," 50% - About half of my time",100% - I spent all of my time remote working,Strongly agree,5,Neither agree nor disagree,3,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5," 80%"," 60%",Somewhat agree,4,Somewhat agree,4,Strongly agree,5,More Productive By 40 %,2,8,0.5,0,0,9,1,1,Lack of motivation,Connectivity (internet connection),Preparing for work and commuting,My work-life balance
986,1972,Male,Education and Training,"Professionals - Legal, Social and Welfare Professionals",Between 1 and 4,2,Yes,Couple with dependent children,4,More than 5 years,3,Metro," 10%",Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat disagree,2,Somewhat agree,4," 10%"," 10%",Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat disagree,2,Neither agree nor disagree,3," 10%"," 10%",Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Level Of The Productivity Is The Same,0.5,11,3,2,0.5,11,3,2,Difficulty collaborating remotely,Management discourages remote working,Managing my family responsibilities,My opportunities to socialise
987,1960,Male,Financial and Insurance Services,"Professionals - Business, Human Resource and Marketing Professionals",I am the only employee,1,No,Single person,1,More than 5 years,3,Metro,100% - I spent all of my time remote working,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Neither agree nor disagree,3,Somewhat agree,4,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Neither agree nor disagree,3,Somewhat agree,4,100% - All of my time,100% - All of my time,Strongly agree,5,Strongly agree,5,Strongly agree,5,Level Of The Productivity Is The Same,0,6,4,5,0,6,4,5,Lack of motivation,Poor management,My daily expenses,My mental wellbeing
988,1985,Male,Public Administration and Safety,Clerical and administrative  - Office Managers and Program Administrators,More than 200,5,No,Group household,7,More than 5 years,3,Metro," 0% - Rarely or never",NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,100% - All of my time," 50% - I spent about half of my time remote working",Neither agree nor disagree,3,Somewhat disagree,2,Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat disagree,2,Somewhat agree,4," 80%"," 80%",Somewhat disagree,2,Neither agree nor disagree,3,Neither agree nor disagree,3,Less Productive By 30 %,1.5,7,5,1,0.1,5,5,5,Difficulty collaborating remotely,Caring responsibilities,Preparing for work and commuting,My working relationships
989,1973,Male,"Professional, Scientific and Technical Services","Community and personal service  - Hospitality ",Between 20 and 199,4,Yes,Single person,1,Between 6 and 12 months,1,Metro," 40%",Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3," 30%"," 20%",Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat agree,4," 40%"," 50% - About half of my time",Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,More Productive By 30 %,1,10,5,5,1,11,5,5,Caring responsibilities,"My living situation (e.g. location, home size, who I live with)",My job satisfaction,My personal relationships
990,1978,Male,"Professional, Scientific and Technical Services",Clerical and administrative  - Personal Assistants and Secretaries,Between 20 and 199,4,No,Couple with no dependent children,2,Between 1 and 5 years,2,Metro," 20%",Somewhat disagree,2,Somewhat agree,4,Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Somewhat agree,4," 60%"," 20%",Somewhat disagree,2,Somewhat agree,4,Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Somewhat agree,4," 90%"," 60%",Strongly disagree,1,Somewhat disagree,2,Somewhat disagree,2,Level Of The Productivity Is The Same,1,8,14,1,1,8,14,1,"IT equipment (computer, printer, etc.)",Caring responsibilities,My work-life balance,My on-the-job learning opportunities
991,1995,Female,"Professional, Scientific and Technical Services","Managers - Chief Executives, General Managers and Legislators",More than 200,5,Yes,Single person,1,Between 1 and 5 years,2,Metro," 0% - Rarely or never",NA,6,NA,6,NA,6,NA,6,NA,6,NA,6," 50% - About half of my time"," 90%",Somewhat agree,4,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Strongly agree,5,Strongly agree,5,100% - All of my time," 90%",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,More Productive By 50 %,2,8,2,4,0,9,2,2,Management discourages remote working,Lack of remote working skills,Preparing for work and commuting,The number of hours  I work
992,1965,Female,Education and Training,"Managers - Chief Executives, General Managers and Legislators",Between 1 and 4,2,Yes,Couple with no dependent children,2,More than 5 years,3,Metro," 90%",Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,100% - All of my time,100% - All of my time,Strongly agree,5,Strongly agree,5,Strongly agree,5,Level Of The Productivity Is The Same,0.1,2,3,3,0,4,3,3,Connectivity (internet connection),Poor management,My mental wellbeing,Preparing for work and commuting
993,1973,Male,Information Media and Telecommunications,Professionals - Arts and Media Professionals,Between 20 and 199,4,Yes,One  parent family with dependent children,3,More than 5 years,3,Regional," 50% - I spent about half of my time remote working",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,100% - All of my time," 1% - 9% - Less than 10% of my time",Strongly disagree,1,Somewhat agree,4,Somewhat disagree,2,Strongly disagree,1,Somewhat disagree,2,Somewhat disagree,2," 1% - 9% - Less than 10% of my time",100% - All of my time,Strongly agree,5,Strongly agree,5,Strongly agree,5,More Productive By 50 %,5,8,8,3,0,12,8,4,Lack of motivation,Management discourages remote working,My job satisfaction,The number of hours  I work
994,1957,Male,Administrative and Support Services,"Professionals - Legal, Social and Welfare Professionals",Between 20 and 199,4,No,Couple with dependent children,4,More than 5 years,3,Metro," 10%",Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Somewhat agree,4," 20%"," 90%",Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,100% - All of my time," 80%",Strongly agree,5,Strongly agree,5,Strongly agree,5,More Productive By 20 %,2,9,3,3,0,10,4,3,"My living situation (e.g. location, home size, who I live with)",Management discourages remote working,Preparing for work and commuting,The number of hours  I work
995,1977,Female,Education and Training,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,5,No,Couple with dependent children,4,Between 1 and 5 years,2,Metro," 20%",Somewhat disagree,2,Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3," 20%"," 50% - I spent about half of my time remote working",Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3," 50% - About half of my time"," 50% - About half of my time",Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Level Of The Productivity Is The Same,0.5,5,1,1,0.5,6,0.5,0,I have tasks that can't be done remotely,Poor management,Managing my family responsibilities,My opportunities to socialise
