ID,Response_ID,DOB,Gender,Industry,Occupation,Employees_No,Employees_No_Order,Are_You_Manager,Household,Household_Order,Experience,Experience_Order,Area,Actual_Work_Time_Remotely,Preferred_Work_Time_Remotely,Always_Preferred_Work_Time_Remotely,Would_Employer_Encourage_Remote_Work,Would_Employer_Encourage_Remote_Work_Order,Would_Employer_Support_Remote_Work,Would_Employer_Support_Remote_Work_Order,Would_Choose_Remote_Work,Would_Choose_Remote_Work_Order,Your_Productivity_Comparison,PrepareForWorkAndCommuting_At_Workplace_Hours,Work_At_Workplace_Hours,PersonalAndFamilyTime_At_Workplace_Hours,CaringAndResponsibilities_At_Workplace_Hours,PrepareForWorkAndCommuting_At_Remote_Work_Hours,Work_At_Remote_Work_Hours,PersonalAndFamilyTime_At_Remote_Work_Hours,CaringAndResponsibilities_At_Remote_Work_Hours,Biggest_Barriers,Smallest_Barriers,Year
1205,1205,1984,Male,Education and Training,Professionals - Education Professionals,More than 200,5,Yes,Couple with dependent children,4,More than 5 years,3,Regional," 0% - Rarely or never",100% - All of my time,100% - All of my time,Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,More Productive By 50 %,5,5,5,9,5,5,5,9,"IT equipment (computer, printer, etc.)",Lack of motivation,2020
1206,1206,1985,Male,Construction,"Managers - Chief Executives, General Managers and Legislators",More than 200,5,No,Single person,1,Between 1 and 5 years,2,Metro," 10%"," 80%"," 80%",Somewhat disagree,2,Neither agree nor disagree,3,Somewhat disagree,2,Level Of The Productivity Is The Same,1,10,4,1,0,10,5,1,Management discourages remote working,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",2020
1207,1207,1970,Male,Information Media and Telecommunications,"Technicians and trades  - Electrotechnology and Telecommunications Trades ",More than 200,5,No,Couple with no dependent children,2,More than 5 years,3,Metro," 0% - Rarely or never"," 0% - I would not have preferred to work remotely"," 0% - I would prefer not to work remotely",Somewhat disagree,2,Neither agree nor disagree,3,Somewhat disagree,2,Less Productive By 20 %,2.5,8,2,2,0.5,8,2,2,"IT equipment (computer, printer, etc.)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)",2020
1208,1208,1995,Female,"Professional, Scientific and Technical Services","Professionals - Business, Human Resource and Marketing Professionals",More than 200,5,Yes,Single person,1,More than 5 years,3,Regional," 1% - 9% - Less than 10% of my time"," 20%"," 1% - 9% - Less than 10% of my time",Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,Level Of The Productivity Is The Same,1,7,10,5,1,7,10,5,"My living situation (e.g. location, home size, who I live with)",Feeling left out and/or isolated,2020
1209,1209,1975,Female,Education and Training,Professionals - Education Professionals,Between 1 and 4,2,Yes,Single person,1,More than 5 years,3,Metro," 80%"," 80%"," 80%",Strongly agree,5,Strongly agree,5,Strongly agree,5,Level Of The Productivity Is The Same,1.5,8,5,1.5,0.5,8,6,1.5,Feeling left out and/or isolated,Caring responsibilities,2020
1210,1210,1962,Female,Education and Training,"Technicians and trades  - Other Technicians and Trades ",Between 20 and 199,4,No,Couple with no dependent children,2,More than 5 years,3,Metro," 0% - Rarely or never"," 50% - About half of my time"," 50% - About half of my time",Neither agree nor disagree,3,Somewhat agree,4,Somewhat disagree,2,More Productive By 50 %,0.5,6,3,2,0.5,6,4,3,Connectivity (internet connection),Feeling left out and/or isolated,2020
1211,1211,1979,Female,Information Media and Telecommunications,"Professionals - Design, Engineering, Science and Transport Professionals",More than 200,5,Yes,Couple with dependent children,4,More than 5 years,3,Metro,100% - I spent all of my time remote working," 30%"," 30%",Somewhat agree,4,Somewhat agree,4,Neither agree nor disagree,3,More Productive By 30 %,2,8,6,2,0,9,4,4,Difficulty collaborating remotely,Poor management,2020
1212,1212,1978,Male,Accommodation and Food Services,Managers - Specialist Managers,Between 20 and 199,4,Yes,Couple with dependent children,4,More than 5 years,3,Regional," 20%"," 20%"," 20%",Somewhat agree,4,Strongly agree,5,Somewhat agree,4,More Productive By 20 %,2,20,2,0,2,20,2,0,"IT equipment (computer, printer, etc.)","My living situation (e.g. location, home size, who I live with)",2020
1213,1213,1964,Male,Manufacturing,"Technicians and trades  - Automotive and Engineering Trades ",Between 20 and 199,4,Yes,Couple with dependent children,4,Between 6 and 12 months,1,Metro," 70%"," 30%"," 20%",Somewhat agree,4,Strongly agree,5,Somewhat agree,4,More Productive By 40 %,1,2,0.5,1,1,1,1,2,"My living situation (e.g. location, home size, who I live with)",Connectivity (internet connection),2020
1214,1214,1971,Female,"Professional, Scientific and Technical Services",Managers - Specialist Managers,Between 20 and 199,4,Yes,Couple with dependent children,4,More than 5 years,3,Metro," 1% - 9% - Less than 10% of my time"," 1% - 9% - Less than 10% of my time"," 1% - 9% - Less than 10% of my time",Somewhat agree,4,Neither agree nor disagree,3,Somewhat agree,4,Level Of The Productivity Is The Same,1,10,2,3,0,10,3,3,Connectivity (internet connection),Lack of motivation,2020
1215,1215,1982,Female,Financial and Insurance Services,"Managers - Chief Executives, General Managers and Legislators",More than 200,5,Yes,Couple with no dependent children,2,More than 5 years,3,Metro," 0% - Rarely or never"," 1% - 9% - Less than 10% of my time",100% - All of my time,Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,More Productive By 50 %,2,7,2,1,2,8,3,2,Management discourages remote working,"My living situation (e.g. location, home size, who I live with)",2020
1216,1216,1985,Male,Wholesale Trade,Labourers - Other Labourers,Between 5 and 19,3,No,Couple with no dependent children,2,Between 1 and 5 years,2,Regional," 10%"," 10%"," 1% - 9% - Less than 10% of my time",Somewhat disagree,2,Somewhat disagree,2,Somewhat agree,4,Level Of The Productivity Is The Same,0.1,2,0,0.5,0.1,2,0,0.5,Lack of motivation,Management discourages remote working,2020
1217,1217,1965,Female,Construction,Managers - Specialist Managers,More than 200,5,Yes,Single person,1,More than 5 years,3,Metro," 0% - Rarely or never"," 50% - About half of my time"," 50% - About half of my time",Somewhat disagree,2,Somewhat disagree,2,Neither agree nor disagree,3,More Productive By 50 %,1,8,4,1,1,8,4,1,"IT equipment (computer, printer, etc.)",Caring responsibilities,2020
1218,1218,1980,Male,"Professional, Scientific and Technical Services","Technicians and trades  - Electrotechnology and Telecommunications Trades ",Between 20 and 199,4,Yes,Couple with no dependent children,2,Between 6 and 12 months,1,Metro," 20%"," 50% - About half of my time"," 10%",Somewhat disagree,2,Strongly disagree,1,Neither agree nor disagree,3,More Productive By 30 %,6,6,2,10,5,8,8,3,Poor management,Lack of motivation,2020
1219,1219,1984,Female,Financial and Insurance Services,"Managers - Chief Executives, General Managers and Legislators",More than 200,5,Yes,Group household,7,Between 1 and 5 years,2,Metro," 1% - 9% - Less than 10% of my time"," 40%"," 40%",Somewhat agree,4,Somewhat agree,4,Strongly agree,5,Level Of The Productivity Is The Same,2,8,2,2,0.5,8,3,3,Connectivity (internet connection),Caring responsibilities,2020
1220,1220,1971,Female,Public Administration and Safety,"Clerical and administrative  - Other Clerical and Administrative ",More than 200,5,No,Couple with no dependent children,2,More than 5 years,3,Metro," 0% - Rarely or never"," 50% - About half of my time"," 50% - About half of my time",Strongly disagree,1,Strongly disagree,1,Strongly disagree,1,Level Of The Productivity Is The Same,3,8,1,3,0,8,4,3,Management discourages remote working,Lack of motivation,2020
1221,1221,1992,Male,"Professional, Scientific and Technical Services","Professionals - Business, Human Resource and Marketing Professionals",Between 20 and 199,4,Yes,Single person,1,Between 1 and 5 years,2,Metro," 50% - I spent about half of my time remote working"," 80%"," 70%",Somewhat agree,4,Strongly disagree,1,Strongly agree,5,Level Of The Productivity Is The Same,0.6,10,8,1,0.6,12,6,0.5,"My living situation (e.g. location, home size, who I live with)",Management discourages remote working,2020
1222,1222,1900,Female,Health Care and Social Assistance,"Community and personal service  - Health and Welfare Support ",More than 200,5,Yes,Single person,1,Between 1 and 5 years,2,Metro," 50% - I spent about half of my time remote working"," 50% - About half of my time"," 50% - About half of my time",Strongly agree,5,Strongly agree,5,Strongly agree,5,More Productive By 50 %,3,7,8,6,0,6,12,6,Lack of motivation,Poor management,2020
1223,1223,1991,Female,Health Care and Social Assistance,Sales  - Sales Representatives and Agents,More than 200,5,No,Other one family household,5,Between 1 and 5 years,2,Regional," 10%"," 1% - 9% - Less than 10% of my time"," 1% - 9% - Less than 10% of my time",Somewhat disagree,2,Somewhat disagree,2,Somewhat disagree,2,Less Productive By 30 %,2,10,2,4,2,8,2,1,Feeling left out and/or isolated,Lack of motivation,2020
1224,1224,1985,Male,Construction,Managers - Specialist Managers,Between 20 and 199,4,Yes,One  parent family with dependent children,3,Between 1 and 5 years,2,Metro," 60%"," 70%"," 60%",Somewhat agree,4,Strongly agree,5,Somewhat agree,4,More Productive By 20 %,0.5,6,3,3,1,6,5,3,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Cyber security,2020
1225,1225,1995,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,4,Yes,Couple with no dependent children,2,Between 6 and 12 months,1,Metro," 30%"," 40%"," 70%",Strongly agree,5,Somewhat agree,4,Neither agree nor disagree,3,More Productive By 50 %,2,6,12,4,2,8,10,4,Feeling left out and/or isolated,Connectivity (internet connection),2020
1226,1226,1956,Male,Manufacturing,Managers - Specialist Managers,More than 200,5,Yes,Couple with no dependent children,2,More than 5 years,3,Metro,100% - I spent all of my time remote working," 60%"," 60%",Strongly agree,5,Somewhat agree,4,Strongly agree,5,More Productive By 10 %,2,9,8,5,0.5,9.5,8,6,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Caring responsibilities,2020
1227,1227,1968,Male,Health Care and Social Assistance,Professionals - Health Professionals,More than 200,5,Yes,Couple with dependent children,4,More than 5 years,3,Metro," 50% - I spent about half of my time remote working"," 50% - About half of my time"," 50% - About half of my time",Strongly agree,5,Strongly agree,5,Strongly agree,5,More Productive By 50 %,2,8,4,3,0,8,2,0,Caring responsibilities,Lack of motivation,2020
1228,1228,1991,Male,Other Services,"Professionals - Legal, Social and Welfare Professionals",Between 1 and 4,2,No,Couple with no dependent children,2,Between 6 and 12 months,1,Metro," 20%"," 40%"," 40%",Somewhat agree,4,Neither agree nor disagree,3,Somewhat agree,4,Less Productive By 20 %,2,6,5,1,0.5,8,4,2,Lack of motivation,Connectivity (internet connection),2020
1229,1229,1990,Male,Retail Trade,Managers - Specialist Managers,More than 200,5,Yes,Couple with dependent children,4,Between 1 and 5 years,2,Metro," 40%"," 60%"," 10%",Somewhat disagree,2,Somewhat disagree,2,Neither agree nor disagree,3,Level Of The Productivity Is The Same,1.5,6.5,0.5,0.5,0.5,7,0.5,1,Lack of motivation,Cyber security,2020
1230,1230,1981,Male,"Transport, Postal and Warehousing",Managers - Specialist Managers,More than 200,5,Yes,Single person,1,More than 5 years,3,Metro," 20%"," 20%"," 50% - About half of my time",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Less Productive By 30 %,0.5,8,3,2,0,10,5,3,Management discourages remote working,My organisation's software and systems,2020
1231,1231,1991,Male,Manufacturing,"Sales  - Sales Support ",More than 200,5,No,Couple with no dependent children,2,Between 1 and 5 years,2,Metro," 20%"," 20%"," 50% - About half of my time",Somewhat agree,4,Somewhat agree,4,Strongly agree,5,Level Of The Productivity Is The Same,0.75,7.5,2,0,0.5,7,3,0,Lack of motivation,Management discourages remote working,2020
1232,1232,1959,Female,Health Care and Social Assistance,Community and personal service  - Carers and Aides,More than 200,5,No,Other one family household,5,More than 5 years,3,Regional," 50% - I spent about half of my time remote working"," 50% - About half of my time",100% - All of my time,Strongly agree,5,Strongly agree,5,Strongly agree,5,More Productive By 50 %,6,4,0.5,1,4,6,0.5,1,"IT equipment (computer, printer, etc.)",Poor management,2020
1233,1233,1984,Female,Construction,Professionals - Arts and Media Professionals,Between 1 and 4,2,Yes,Couple with dependent children,4,Between 6 and 12 months,1,Metro," 50% - I spent about half of my time remote working"," 50% - About half of my time"," 50% - About half of my time",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,More Productive By 20 %,2,8,8,6,1,8,5,10,"IT equipment (computer, printer, etc.)",Lack of remote working skills,2020
1234,1234,1969,Female,Retail Trade,"Managers - Chief Executives, General Managers and Legislators",I am the only employee,1,No,Other one family household,5,More than 5 years,3,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - All of my time,Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Level Of The Productivity Is The Same,0,0,0,0,0,6,3,2,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","IT equipment (computer, printer, etc.)",2020
1235,1235,1959,Female,"Professional, Scientific and Technical Services","Professionals - Business, Human Resource and Marketing Professionals",Between 20 and 199,4,No,Couple with dependent children,4,Between 1 and 5 years,2,Metro," 20%"," 20%"," 60%",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Less Productive By 10 %,4,7,9,4,1,7,12,4,Lack of motivation,Difficulty collaborating remotely,2020
1236,1236,1983,Male,Information Media and Telecommunications,Professionals - ICT Professionals,Between 5 and 19,3,Yes,Couple with dependent children,4,Between 6 and 12 months,1,Metro," 50% - I spent about half of my time remote working"," 60%"," 60%",Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,Level Of The Productivity Is The Same,2,2,2,2,2,2,2,2,Management discourages remote working,Connectivity (internet connection),2020
1237,1237,1988,Male,Financial and Insurance Services,Clerical and administrative  - Office Managers and Program Administrators,Between 5 and 19,3,No,Single person,1,Between 1 and 5 years,2,Metro," 20%"," 50% - About half of my time"," 80%",Somewhat agree,4,Somewhat agree,4,Strongly agree,5,Level Of The Productivity Is The Same,0.75,8,6,3,0,10,2,6,Feeling left out and/or isolated,Lack of motivation,2020
1238,1238,1959,Male,"Transport, Postal and Warehousing","Managers - Chief Executives, General Managers and Legislators",I am the only employee,1,No,Couple with dependent children,4,Between 1 and 5 years,2,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - All of my time,Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Level Of The Productivity Is The Same,1,3,18,2,1,3,18,2,Lack of remote working skills,Poor management,2020
1239,1239,1971,Female,Administrative and Support Services,Clerical and administrative  - Personal Assistants and Secretaries,Between 1 and 4,2,No,Couple with no dependent children,2,More than 5 years,3,Metro," 0% - Rarely or never",100% - All of my time,100% - All of my time,Strongly agree,5,Strongly agree,5,Strongly agree,5,More Productive By 50 %,1,5,4,1,0,5,6,1,Caring responsibilities,Lack of remote working skills,2020
1240,1240,1980,Female,Construction,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,4,Yes,Couple with dependent children,4,More than 5 years,3,Regional," 1% - 9% - Less than 10% of my time"," 20%"," 50% - About half of my time",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,More Productive By 30 %,2,7,5,2,1,9,5,2,Feeling left out and/or isolated,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",2020
